year,mon,day,prcp,tmax,tmin,wspd,rhum,rsds
2011,9,17,0,24.57539625,18.08907439,2.718817922,0.612268477,11.69325946
2011,9,18,0,23.91169761,17.38138303,2.5,0.699275101,12.67803871
2011,9,19,16.82413793,25.4,18.19250003,1.8,0.814064511,10.87299362
2011,9,20,0,23.0234027,16.3516191,2.796078741,0.771451906,2.915811336
2011,9,21,4.42687747,23.22955701,16.8616308,2.2,0.782556825,14.47041791
2011,9,22,0,24.18695002,16.2470289,1.898765116,0.745128324,8.379060312
2011,9,23,0,24.78006778,17.60107114,1.7,0.559915215,16.52661538
2011,9,24,0,24.26931306,14.8,2.775641617,0.482365817,12.10092388
2011,9,25,0,18.97878514,12.09104427,2.7,0.612126697,17.63819842
2011,9,26,0,19.67487289,11.39623732,1.1,0.665982693,17.09889562
2011,9,27,0,21.63829575,15.45179091,1.8,0.651041372,12.02291283
2011,9,28,4.291304348,22.22094997,16.2,2.8,0.733454585,4.742771856
2011,9,29,19.56809816,22.64083136,16.8,2.9,0.914141221,1.089443069
2011,9,30,0.348300971,24.72764896,17.44720753,1.6,0.922443591,2.995240459
2011,10,1,0,29.70387748,18.97614854,1.9,0.718900668,17.18500117
2011,10,2,0,29.91285075,19.54765801,2.1,0.457414031,14.89328462
2011,10,3,0,28.89226721,18.94107931,2.4,0.55955086,17.446474
2011,10,4,0,28.84728001,17.00012662,1.440107863,0.674559505,17.35659014
2011,10,5,0,29.49945448,15.38297315,2.4,0.33984601,14.70574505
2011,10,6,0,22.04142853,12.81475191,2.4,0.388201075,18.70926523
2011,10,7,0,23.86880418,15.40873396,2.2,0.517877347,14.7858133
2011,10,8,0,28.56232185,13.9699493,3.555297471,0.516469337,12.9397404
2011,10,9,0,21.38037532,13.00853451,2.681557724,0.288732038,9.414050863
2011,10,10,0,20.75669417,12.48176292,2.4,0.501388372,1.773439666
2011,10,11,0,19.76405264,10.7,2.278932017,0.54787013,15.45142212
2011,10,12,0,22.03848941,12.72350328,2.2,0.400016885,17.28343659
2011,10,13,0,24.04697091,15.80441004,2.05487451,0.479981989,14.52229912
2011,10,14,12.60564616,25.37307061,16.85284023,1.8,0.676265114,10.99117179
2011,10,15,2.277278515,26.22066674,9.953424183,4.91383326,0.830368711,1.257679622
2011,10,16,0,16.95818545,8.915990331,3.3,0.627519667,16.55685314
2011,10,17,0,19.26717003,9.55944152,2.015829186,0.613566572,15.95401907
2011,10,18,0,21.77636061,12.1,1.564619942,0.588426084,13.97404325
2011,10,19,0,22.70961802,14.08036434,2.114299126,0.616147012,14.78364543
2011,10,20,0,22.88696364,13.10144029,3.1,0.424175792,12.33704502
2011,10,21,0,20.3,12.6498521,3.1,0.460584035,14.20295925
2011,10,22,0,20.78556662,13.3,3.2,0.458518078,13.08036849
2011,10,23,0,20.3,11.88730628,3.3,0.53033455,13.66290062
2011,10,24,0,19.32975325,11.65243332,2.4,0.643836317,11.95157658
2011,10,25,0,20.3,10.83026932,1.216188625,0.751968465,12.59676349
2011,10,26,0,21.74975021,12.6,2,0.744302681,9.833108823
2011,10,27,0,20.735072,12.74873847,2.3,0.632277242,9.645696185
2011,10,28,0,23.54431251,14.37411626,3.1,0.592728229,9.916292863
2011,10,29,27.62702016,23.36000249,13.57977061,2.5,0.882552975,1.85540381
2011,10,30,1.127828143,20.78564539,6.40185174,3.986544499,0.81425874,4.365800501
2011,10,31,0,13.72876873,6.258948939,3.3,0.769588656,9.424278842
2011,11,1,0,19.39850663,10.79574635,2.1,0.328168611,13.73675343
2011,11,2,37.7962761,21.01147392,13.2242446,2.7,0.44425,3.597032089
2011,11,3,0,20.80222906,9.642719891,3.462137048,0.346915913,9.339081796
