YR,MM,DD,PCP,TMAX,TMIN,WDSP,RLTV_HMDT,SLRD
2011,1,1,0.0,-4.77373847642935,-11.97,2.99413330656494,0.749953179867343,-99
2011,1,2,0.0,-4.87142652554317,-11.92,1.47385992945807,0.700665054413543,-99
2011,1,3,0.0,-4.30741094541554,-10.9432175719798,1.58209951295401,0.754366167475217,-99
2011,1,4,0.0,-5.29087871147114,-12.8174628663187,3.8,0.52,-99
2011,1,5,0.0,-5.69262469581369,-12.8295062224006,2.0,0.5,-99
2011,1,6,0.0,-4.29136976599719,-11.8,3.26108264491617,0.56,-99
2011,1,7,0.0,-4.86551740755512,-12.0,1.04015228378263,0.47,-99
2011,1,8,0.0,-2.45642782485199,-12.0,1.47478944599255,0.59758309487123,-99
2011,1,9,0.0,-4.07202381026591,-12.2773986651399,1.5,0.534402826253512,-99
2011,1,10,0.0,0.203973865872933,-12.49082076,0.9,0.49,-99
2011,1,11,0.0,3.2020896414551,-9.28846153846154,1.51660022451848,0.63,-99
2011,1,12,0.0,-3.356860713293,-11.4337615415496,2.31899214353774,0.54,-99
2011,1,13,0.0,-1.13093338344148,-11.3,1.47509928483738,0.49,-99
2011,1,14,0.0,2.73238161526472,-8.50803455723542,2.76687941534714,0.5,-99
2011,1,15,0.0,-1.20140805352113,-12.5809614185401,4.36353741496599,0.4,-99
2011,1,16,0.0,-4.16581761103386,-12.6425917324663,2.5,0.553052359708852,-99
2011,1,17,0.0,-5.53181786751301,-16.1443637511841,3.7918180426016,0.470715839564922,-99
2011,1,18,0.0,-7.46561992490854,-16.3161135933359,0.067138272110609,0.457904191616766,-99
2011,1,19,0.0,-1.0877371976681,-13.9694871794872,0.5,0.56,-99
2011,1,20,0.0,4.63854435743913,-9.17915626462283,0.434131591144856,0.5,-99
2011,1,21,0.0,2.54977884163206,-14.9490307611706,4.0,0.46,-99
2011,1,22,0.0,-6.96815396530321,-14.9265773519946,3.5,0.49,-99
2011,1,23,0.0,-5.44999178837518,-12.8054195102369,3.0,0.49,-99
2011,1,24,0.0,0.554029586695292,-11.2425876010782,2.5,0.49,-99
2011,1,25,0.0,1.67467874792984,-13.1832850484948,5.46774960892555,0.58,-99
2011,1,26,0.0,-6.11023529908972,-13.6051609458429,2.5747790358798,0.49,-99
2011,1,27,0.0,-1.15908628650907,-12.287430356221,0.0872583673488531,0.51,-99
2011,1,28,1.02492682926829,4.74997703366507,-10.2160179125043,3.86868154983426,0.744802965275069,-99
2011,1,29,0.0,-4.11451418957934,-10.4826923076923,4.36790459393634,0.503571354508693,-99
2011,1,30,0.0,-1.28781541628469,-10.1738255033557,0.8867,0.61028055311326,-99
2011,1,31,0.0,-5.64440403713232,-13.1908426753999,3.97656414895221,0.54,-99
2011,2,1,0.0,-3.10889475653937,-12.3170977340352,0.0882722007722008,0.752,-99
2011,2,2,0.0,0.16960297918073,-9.67954201775533,0.8,0.71,-99
2011,2,3,0.0,3.0,-9.42897196261682,0.8,1.0,-99
2011,2,4,1.0,7.45974537458563,-1.79993259952195,0.886833501223197,1.0,-99
2011,2,5,3.0,5.75083412357624,-4.558007432533,6.731339276125,0.65,-99
2011,2,6,0.0,1.97074663938684,-5.77496272150362,3.73357578409122,0.39465271269395,-99
2011,2,7,0.0,-0.408421416049184,-8.4065445026178,2.3,0.380372859510219,-99
2011,2,8,0.0,-0.933378754496753,-8.52729488220958,0.870698086055547,0.367636629923688,-99
2011,2,9,0.0,0.699992224673088,-7.48244250594766,0.9376,0.42,-99
2011,2,10,0.0,-2.00795933474018,-8.69573299101412,7.03233263714294,0.184836367697978,-99
2011,2,11,0.0,-1.98149888354974,-8.92764728532923,6.89493486160619,0.225213894783871,-99
2011,2,12,0.0,3.04101437350572,-7.8,0.9376,0.299711315209405,-99
2011,2,13,0.0,7.97352073011991,-3.9771396290676,1.86800905137362,0.52,-99
2011,2,14,0.0,8.52865492077897,-3.49352689779484,1.1,0.535186067281929,-99
2011,2,15,0.0,5.62599619131175,-4.97396700248211,3.30349589474725,0.570437397484964,-99
2011,2,16,0.0,2.23665811498408,-5.48335581939198,2.48227684346701,0.405338554101805,-99
2011,2,17,0.0,3.2936593117273,-5.55353381201371,2.3,0.463321485361519,-99
2011,2,18,0.0,4.11064992820053,-5.05062052854431,2.71460195828012,0.497269489285919,-99
2011,2,19,0.0,7.46544931355527,-5.1988986334897,1.3,0.47,-99
2011,2,20,0.0,15.3931331706462,-3.69738936400571,2.5,0.479274994227661,-99
2011,2,21,0.0,12.0137235481664,-5.02871952109797,2.72630906768838,0.52,-99
2011,2,22,0.0,-0.142462305963133,-7.8,5.34350522609949,0.344954915806627,-99
2011,2,23,0.0,1.79453775799379,-7.8,2.6,0.411545231008153,-99
2011,2,24,0.0,8.80012465247665,-5.04843042779968,0.931891189629055,0.405338554101805,-99
2011,2,25,0.0,9.52083302887705,-2.53457904723858,0.0678893178893179,0.55,-99
2011,2,26,0.0,16.1824297051048,-2.61667232597623,1.23732178184051,0.77,-99
2011,2,27,0.2,11.497642788108,-0.736816808986859,1.3853691388164,0.950680618370198,-99
2011,2,28,0.0,5.88343874312659,-2.16054876501313,5.3,0.489619047619048,-99
2011,3,1,0.0,4.62670515221125,-2.20556434865059,1.95896660841638,0.461426864574238,-99
2011,3,2,0.413939838591343,5.19316298520135,-6.52374031413613,3.23825283439282,0.831460998018375,-99
2011,3,3,0.0,0.106896364878055,-7.77106481481481,5.49585975668167,0.660507091934322,-99
2011,3,4,0.0,1.05434278113453,-7.8,3.52551810869584,0.48,-99
2011,3,5,0.0,2.10642370566702,-5.31469889618555,1.16030480753345,0.391918896410344,-99
2011,3,6,0.0,4.21454060172207,-4.18536290510066,1.4,0.42,-99
2011,3,7,0.0,7.31556077708866,-3.69452303104365,0.839796026088832,0.530949587534372,-99
2011,3,8,0.1,8.03447143539085,-1.27013617064476,1.63766871800176,0.854183876883821,-99
2011,3,9,10.8125824175824,6.64277784678208,-0.767781021520655,5.09453249722219,0.947277860326894,-99
2011,3,10,0.0,5.96749365407607,-4.20072755121577,6.08197657352259,0.367948328267477,-99
2011,3,11,0.0,5.78215805905287,-3.8718827679269,0.903120078447687,0.343832186850104,-99
2011,3,12,0.0,11.2130062990708,-0.685130002665025,2.3,0.513254497001999,-99
2011,3,13,0.0,14.5490867949028,0.928587455811689,3.0,0.48974652427967,-99
2011,3,14,0.0,11.0227763111426,0.0,1.35369334999671,0.489262945798912,-99
2011,3,15,15.2872538860104,5.37942374561599,-5.3985329048484,6.45647978606932,0.937925999257518,-99
2011,3,16,0.0,2.99533311554407,-5.54655809957793,4.5198322440283,0.77,-99
2011,3,17,0.0,4.54120906859843,-4.67688535590771,2.0,0.913842682211468,-99
2011,3,18,0.0,9.0403687009591,-1.12966166628525,1.82119260684119,0.740495007660204,-99
2011,3,19,0.0,4.0,-4.47752545027408,4.61387440908934,0.282906374600864,-99
2011,3,20,0.0,4.00940246472219,-4.50110176431177,2.0,0.303039209181981,-99
2011,3,21,0.0,7.38221259433346,-2.77704005140287,1.5,0.51375416389074,-99
2011,3,22,2.0,12.7484223259644,1.07362098461342,1.8,0.76975,-99
2011,3,23,1.63273706896552,12.686981201764,3.14791122611218,1.8,0.917551437160874,-99
2011,3,24,0.0,10.84369181462,-1.07171265170917,6.08098232124764,0.598487611837577,-99
2011,3,25,0.0,7.45119536633005,-0.545430177135892,1.8,0.487086842635503,-99
2011,3,26,0.0,7.94317162779962,-0.406621677643679,1.5,0.89,-99
2011,3,27,0.0,6.0038521937161,-2.02263395167205,3.1,0.500014952903645,-99
