ID,YMD,SGG_CD,FW,POWER
1,2022-12-01,42760,-999.0,-999.0
2,2022-12-01,42190,-999.0,-999.0
3,2022-12-01,42230,-999.0,-999.0
4,2022-12-01,42770,-999.0,-999.0
5,2022-12-01,42730,-999.0,-999.0
6,2022-12-01,42750,-999.0,-999.0
7,2022-12-01,43800,-999.0,-999.0
8,2022-12-01,43150,-999.0,-999.0
9,2022-12-01,43760,-999.0,-999.0
10,2022-12-01,43130,-999.0,-999.0
11,2022-12-01,42130,-999.0,-999.0
12,2022-12-01,43770,-999.0,-999.0
13,2022-12-01,41500,-999.0,-999.0
14,2022-12-01,41670,-999.0,-999.0
15,2022-12-01,41830,-999.0,-999.0
16,2022-12-01,42790,-999.0,-999.0
17,2022-12-01,42800,-999.0,-999.0
18,2022-12-01,42810,-999.0,-999.0
19,2022-12-01,42110,-999.0,-999.0
20,2022-12-01,42720,-999.0,-999.0
21,2022-12-01,41820,-999.0,-999.0
22,2022-12-01,41461,-999.0,-999.0
23,2022-12-01,41610,-999.0,-999.0
24,2022-12-01,41360,-999.0,-999.0
25,2022-12-01,41310,-999.0,-999.0
26,2022-12-01,11215,-999.0,-999.0
27,2022-12-01,41135,-999.0,-999.0
28,2022-12-01,11710,-999.0,-999.0
29,2022-12-01,11680,-999.0,-999.0
30,2022-12-01,41150,-999.0,-999.0
31,2022-12-01,11350,-999.0,-999.0
32,2022-12-01,11230,-999.0,-999.0
33,2022-12-01,11170,-999.0,-999.0
34,2022-12-01,11590,-999.0,-999.0
35,2022-12-01,41171,-999.0,-999.0
36,2022-12-01,41210,-999.0,-999.0
37,2022-12-01,11530,-999.0,-999.0
38,2022-12-01,11470,-999.0,-999.0
39,2022-12-01,41190,-999.0,-999.0
40,2022-12-01,41281,-999.0,-999.0
41,2022-12-01,28245,-999.0,-999.0
42,2022-12-01,41570,-999.0,-999.0
43,2022-12-01,42780,-999.0,-999.0
44,2022-12-01,41650,-999.0,-999.0
45,2022-12-01,41250,-999.0,-999.0
46,2022-12-01,41800,-999.0,-999.0
47,2022-12-01,41480,-999.0,-999.0
48,2022-12-01,41590,-999.0,-999.0
49,2022-12-01,41550,-999.0,-999.0
50,2022-12-01,41370,-999.0,-999.0
51,2022-12-01,41220,-999.0,-999.0
52,2022-12-01,28260,-999.0,-999.0
53,2022-12-01,42830,-999.0,-999.0
54,2022-12-01,42150,-999.0,-999.0
55,2022-12-01,42170,-999.0,-999.0
56,2022-12-01,47113,-999.0,-999.0
57,2022-12-01,47750,-999.0,-999.0
58,2022-12-01,47760,-999.0,-999.0
59,2022-12-01,47170,-999.0,-999.0
60,2022-12-01,47920,-999.0,-999.0
61,2022-12-01,47210,-999.0,-999.0
62,2022-12-01,47280,-999.0,-999.0
63,2022-12-01,47900,-999.0,-999.0
64,2022-12-01,47250,-999.0,-999.0
65,2022-12-01,47720,-999.0,-999.0
66,2022-12-01,47730,-999.0,-999.0
67,2022-12-01,47150,-999.0,-999.0
68,2022-12-01,47190,-999.0,-999.0
69,2022-12-01,47850,-999.0,-999.0
70,2022-12-01,47840,-999.0,-999.0
71,2022-12-01,47230,-999.0,-999.0
72,2022-12-01,47290,-999.0,-999.0
73,2022-12-01,27260,-999.0,-999.0
74,2022-12-01,27140,-999.0,-999.0
75,2022-12-01,27230,-999.0,-999.0
76,2022-12-01,47830,-999.0,-999.0
77,2022-12-01,27710,-999.0,-999.0
78,2022-12-01,48880,-999.0,-999.0
79,2022-12-01,48890,-999.0,-999.0
80,2022-12-01,47820,-999.0,-999.0
81,2022-12-01,48870,-999.0,-999.0
82,2022-12-01,48860,-999.0,-999.0
83,2022-12-01,48820,-999.0,-999.0
84,2022-12-01,48170,-999.0,-999.0
85,2022-12-01,48720,-999.0,-999.0
86,2022-12-01,48730,-999.0,-999.0
87,2022-12-01,48740,-999.0,-999.0
88,2022-12-01,48121,-999.0,-999.0
89,2022-12-01,48250,-999.0,-999.0
90,2022-12-01,43750,-999.0,-999.0
91,2022-12-01,48270,-999.0,-999.0
92,2022-12-01,48330,-999.0,-999.0
93,2022-12-01,26320,-999.0,-999.0
94,2022-12-01,47130,-999.0,-999.0
95,2022-12-01,47111,-999.0,-999.0
96,2022-12-01,31710,-999.0,-999.0
97,2022-12-01,31140,-999.0,-999.0
98,2022-12-01,31110,-999.0,-999.0
99,2022-12-01,31200,-999.0,-999.0
100,2022-12-01,26260,-999.0,-999.0
101,2022-12-01,47930,-999.0,-999.0
102,2022-12-01,47770,-999.0,-999.0
103,2022-12-01,48310,-999.0,-999.0
104,2022-12-01,45740,-999.0,-999.0
105,2022-12-01,45720,-999.0,-999.0
106,2022-12-01,45730,-999.0,-999.0
107,2022-12-01,44710,-999.0,-999.0
108,2022-12-01,43740,-999.0,-999.0
109,2022-12-01,43730,-999.0,-999.0
110,2022-12-01,43720,-999.0,-999.0
111,2022-12-01,43112,-999.0,-999.0
112,2022-12-01,43111,-999.0,-999.0
113,2022-12-01,30230,-999.0,-999.0
114,2022-12-01,30140,-999.0,-999.0
115,2022-12-01,30110,-999.0,-999.0
116,2022-12-01,30170,-999.0,-999.0
117,2022-12-01,44250,-999.0,-999.0
118,2022-12-01,30200,-999.0,-999.0
119,2022-12-01,43745,-999.0,-999.0
120,2022-12-01,43114,-999.0,-999.0
121,2022-12-01,44131,-999.0,-999.0
122,2022-12-01,43113,-999.0,-999.0
123,2022-12-01,36110,-999.0,-999.0
124,2022-12-01,44150,-999.0,-999.0
125,2022-12-01,44790,-999.0,-999.0
126,2022-12-01,44230,-999.0,-999.0
127,2022-12-01,44760,-999.0,-999.0
128,2022-12-01,44770,-999.0,-999.0
129,2022-12-01,44810,-999.0,-999.0
130,2022-12-01,44800,-999.0,-999.0
131,2022-12-01,44200,-999.0,-999.0
132,2022-12-01,44270,-999.0,-999.0
133,2022-12-01,44180,-999.0,-999.0
134,2022-12-01,45710,-999.0,-999.0
135,2022-12-01,45111,-999.0,-999.0
136,2022-12-01,45113,-999.0,-999.0
137,2022-12-01,45140,-999.0,-999.0
138,2022-12-01,45210,-999.0,-999.0
139,2022-12-01,45180,-999.0,-999.0
140,2022-12-01,45800,-999.0,-999.0
141,2022-12-01,45750,-999.0,-999.0
142,2022-12-01,45770,-999.0,-999.0
143,2022-12-01,45190,-999.0,-999.0
144,2022-12-01,46720,-999.0,-999.0
145,2022-12-01,46780,-999.0,-999.0
146,2022-12-01,46150,-999.0,-999.0
147,2022-12-01,46730,-999.0,-999.0
148,2022-12-01,46230,-999.0,-999.0
149,2022-12-01,48850,-999.0,-999.0
150,2022-12-01,45130,-999.0,-999.0
151,2022-12-01,46710,-999.0,-999.0
152,2022-12-01,29170,-999.0,-999.0
153,2022-12-01,29140,-999.0,-999.0
154,2022-12-01,29110,-999.0,-999.0
155,2022-12-01,46880,-999.0,-999.0
156,2022-12-01,46790,-999.0,-999.0
157,2022-12-01,29200,-999.0,-999.0
158,2022-12-01,46170,-999.0,-999.0
159,2022-12-01,46860,-999.0,-999.0
160,2022-12-01,46840,-999.0,-999.0
161,2022-12-01,46830,-999.0,-999.0
162,2022-12-01,46800,-999.0,-999.0
163,2022-12-01,46810,-999.0,-999.0
164,2022-12-01,45790,-999.0,-999.0
165,2022-12-01,46870,-999.0,-999.0
166,2022-12-02,42760,-999.0,-999.0
167,2022-12-02,42190,-999.0,-999.0
168,2022-12-02,42230,-999.0,-999.0
169,2022-12-02,42770,-999.0,-999.0
170,2022-12-02,42730,-999.0,-999.0
171,2022-12-02,42750,-999.0,-999.0
172,2022-12-02,43800,-999.0,-999.0
173,2022-12-02,43150,-999.0,-999.0
174,2022-12-02,43760,-999.0,-999.0
175,2022-12-02,43130,-999.0,-999.0
176,2022-12-02,42130,-999.0,-999.0
177,2022-12-02,43770,-999.0,-999.0
178,2022-12-02,41500,-999.0,-999.0
179,2022-12-02,41670,-999.0,-999.0
180,2022-12-02,41830,-999.0,-999.0
181,2022-12-02,42790,-999.0,-999.0
182,2022-12-02,42800,-999.0,-999.0
183,2022-12-02,42810,-999.0,-999.0
184,2022-12-02,42110,-999.0,-999.0
185,2022-12-02,42720,-999.0,-999.0
186,2022-12-02,41820,-999.0,-999.0
187,2022-12-02,41461,-999.0,-999.0
188,2022-12-02,41610,-999.0,-999.0
189,2022-12-02,41360,-999.0,-999.0
190,2022-12-02,41310,-999.0,-999.0
191,2022-12-02,11215,-999.0,-999.0
192,2022-12-02,41135,-999.0,-999.0
193,2022-12-02,11710,-999.0,-999.0
194,2022-12-02,11680,-999.0,-999.0
195,2022-12-02,41150,-999.0,-999.0
196,2022-12-02,11350,-999.0,-999.0
197,2022-12-02,11230,-999.0,-999.0
198,2022-12-02,11170,-999.0,-999.0
199,2022-12-02,11590,-999.0,-999.0
200,2022-12-02,41171,-999.0,-999.0
201,2022-12-02,41210,-999.0,-999.0
202,2022-12-02,11530,-999.0,-999.0
203,2022-12-02,11470,-999.0,-999.0
204,2022-12-02,41190,-999.0,-999.0
205,2022-12-02,41281,-999.0,-999.0
