ID,YMD,SGG_CD,FW,POWER
45157,2022-08-01,11170,-999.0,-999.0
45158,2022-08-01,11215,883.66,785623224.9599999
45159,2022-08-01,11230,85.03,75596431.68
45160,2022-08-01,11350,-999.0,-999.0
45161,2022-08-01,11470,39.75,35339976.0
45162,2022-08-01,11530,6.19,5503256.640000001
45163,2022-08-01,11590,-999.0,-999.0
45164,2022-08-01,11680,9.95,8846107.200000001
45165,2022-08-01,11710,37.29,33152898.24
45166,2022-08-01,26260,0.0,0.0
45167,2022-08-01,26320,120.03,106713391.68
45168,2022-08-01,27140,9.03,8028175.679999999
45169,2022-08-01,27230,0.0,0.0
45170,2022-08-01,27260,24.76,22013026.56
45171,2022-08-01,27710,808.29,718615074.24
45172,2022-08-01,28245,-999.0,-999.0
45173,2022-08-01,28260,-999.0,-999.0
45174,2022-08-01,29110,1.82,1618081.9200000002
45175,2022-08-01,29140,3.85,3422865.6
45176,2022-08-01,29170,17.57,15620713.92
45177,2022-08-01,29200,31.33,27854124.48
45178,2022-08-01,30110,0.47,417856.32
45179,2022-08-01,30140,0.62,551214.72
45180,2022-08-01,30170,1.47,1306912.32
45181,2022-08-01,30200,18.17,16154147.520000003
45182,2022-08-01,30230,38.24,33997501.44000001
45183,2022-08-01,31110,9.31,8277111.360000001
45184,2022-08-01,31140,13.53,12028927.679999998
45185,2022-08-01,31200,138.76,123365410.55999996
45186,2022-08-01,31710,3.73,3316178.8800000004
45187,2022-08-01,36110,-999.0,-999.0
45188,2022-08-01,41135,8.41,7476960.959999999
45189,2022-08-01,41150,33.42,29712251.520000003
45190,2022-08-01,41171,22.05,19603684.800000004
45191,2022-08-01,41190,-999.0,-999.0
45192,2022-08-01,41210,20.64,18350115.84
45193,2022-08-01,41220,216.35,192347265.6
45194,2022-08-01,41250,100.76,89581282.56
45195,2022-08-01,41281,1803.86,1603732556.1600003
45196,2022-08-01,41310,68.15,60589166.40000002
45197,2022-08-01,41360,850.25,755919863.9999999
45198,2022-08-01,41370,25.27,22466445.12
45199,2022-08-01,41461,22.07,19621465.92
45200,2022-08-01,41480,0.0,0.0
45201,2022-08-01,41500,3.49,3102805.44
45202,2022-08-01,41550,10.85,9646257.6
45203,2022-08-01,41570,-999.0,-999.0
45204,2022-08-01,41590,38.8,34495372.8
45205,2022-08-01,41610,-999.0,-999.0
45206,2022-08-01,41650,0.0,0.0
45207,2022-08-01,41650,337.4,299967494.4
45208,2022-08-01,41670,-999.0,-999.0
45209,2022-08-01,41800,-999.0,-999.0
45210,2022-08-01,41820,-999.0,-999.0
45211,2022-08-01,41830,-999.0,-999.0
45212,2022-08-01,42110,295.52,262733829.12
45213,2022-08-01,42130,187.56,166751343.36000004
45214,2022-08-01,42150,2.18,1938142.0800000003
45215,2022-08-01,42170,23.1,20537193.6
45216,2022-08-01,42190,0.7,622339.2000000001
45217,2022-08-01,42190,0.6,533433.6
45218,2022-08-01,42230,0.0,0.0
45219,2022-08-01,42230,1.95,1733659.1999999995
45220,2022-08-01,42230,-999.0,-999.0
45221,2022-08-01,42720,-999.0,-999.0
45222,2022-08-01,42730,8.99,7992613.439999999
45223,2022-08-01,42730,15.07,13398073.919999998
45224,2022-08-01,42750,8.67,7708115.520000002
45225,2022-08-01,42760,-999.0,-999.0
45226,2022-08-01,42760,29.14,25907091.84
45227,2022-08-01,42760,-999.0,-999.0
45228,2022-08-01,42770,-999.0,-999.0
45229,2022-08-01,42780,0.0,0.0
45230,2022-08-01,42790,0.0,0.0
45231,2022-08-01,42790,-999.0,-999.0
45232,2022-08-01,42800,-999.0,-999.0
45233,2022-08-01,42800,-999.0,-999.0
45234,2022-08-01,42810,0.0,0.0
45235,2022-08-01,42830,12.9,11468822.400000002
45236,2022-08-01,43111,0.0,0.0
45237,2022-08-01,43112,0.0,0.0
45238,2022-08-01,43113,44.73,39767474.88
45239,2022-08-01,43114,21.08,18741300.48
45240,2022-08-01,43130,170.5,151584048.00000003
45241,2022-08-01,43150,0.0,0.0
45242,2022-08-01,43150,-999.0,-999.0
45243,2022-08-01,43720,6.08,5405460.48
45244,2022-08-01,43730,25.3,22493116.8
45245,2022-08-01,43730,5.0,4445280.0
45246,2022-08-01,43730,1.88,1671425.2799999998
45247,2022-08-01,43740,19.37,17221014.72
45248,2022-08-01,43740,6.63,5894441.28
45249,2022-08-01,43745,2.53,2249311.68
45250,2022-08-01,43750,-999.0,-999.0
45251,2022-08-01,43760,20.03,17807791.68
45252,2022-08-01,43770,-999.0,-999.0
45253,2022-08-01,43800,0.0,0.0
45254,2022-08-01,44131,3.64,3236163.8400000003
45255,2022-08-01,44131,0.89,791259.8400000001
45256,2022-08-01,44131,1.47,1306912.32
45257,2022-08-01,44150,0.0,0.0
45258,2022-08-01,44180,44.34,39420743.04
45259,2022-08-01,44180,13.79,12260082.239999998
45260,2022-08-01,44200,36.66,32592792.96
45261,2022-08-01,44230,224.89,199939803.84
45262,2022-08-01,44250,4.75,4223015.999999999
45263,2022-08-01,44270,-999.0,-999.0
45264,2022-08-01,44710,20.9,18581270.4
45265,2022-08-01,44710,1.65,1466942.4
45266,2022-08-01,44760,-999.0,-999.0
45267,2022-08-01,44770,-999.0,-999.0
45268,2022-08-01,44790,-999.0,-999.0
45269,2022-08-01,44800,20.67,18376787.520000003
45270,2022-08-01,44810,28.5,25338096.0
45271,2022-08-01,44810,347.3,308769148.79999995
45272,2022-08-01,45111,0.9,800150.3999999999
45273,2022-08-01,45113,14.71,13078013.76
45274,2022-08-01,45130,-999.0,-999.0
45275,2022-08-01,45140,0.5,444528.00000000006
45276,2022-08-01,45180,67.93,60393574.08000001
45277,2022-08-01,45180,0.0,0.0
45278,2022-08-01,45190,111.19,98854136.64000002
45279,2022-08-01,45190,32.42,28823195.520000003
45280,2022-08-01,45210,0.0,0.0
45281,2022-08-01,45210,0.0,0.0
45282,2022-08-01,45710,8.27,7352493.120000001
45283,2022-08-01,45720,8.07,7174681.92
45284,2022-08-01,45720,45.03,40034191.68
45285,2022-08-01,45730,8.18,7272478.08
45286,2022-08-01,45730,31.2,27738547.19999999
45287,2022-08-01,45740,9.9,8801654.4
